"id"	"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"title"	"abstract"	"doi"
"abs07414"	"1"	"6"	""	"0"	"1"	"0"	"Troubling constructions of Canada as a land of opportunity' for immigrants: a critical disability lens"	"This article presents the findings of a critical discourse analysis study of the constructions of people with disabilities within the Canadian immigration system and how this shapes the immigration experiences of people with disabilities, especially those from countries in the Global South. Findings suggest that dominant discourses of opportunities not only construct Canada as a land of dreams' for immigrants and newcomers but are also used to hide, justify, normalize and facilitate the operation of ableist, racist and colonial discourses that immigrants and newcomers with disabilities experience during their immigration. Recommendations for settlement workers involved in facilitating the settlement and integration process for immigrants and newcomers with disabilities are also presented. The article concludes by emphasizing the actual and potential contributions of postcolonial and critical disability lenses for a social justice-oriented practice at the intersection of disability and immigration."	"10.1080/09687599.2016.1200460"
"abs03451"	"1"	"3,6"	"2"	""	"1"	"0"	"High altitude medicine in China in the 21st century: opportunities and challenges"	"China has the largest plateau, Qinghai-Tibet Plateau, where inhabited the most high altitude populations. Moreover, millions of people from plain areas come to the plateau for travel and work purposes and the number of the newcomers has been increasing every year. The hypoxic environment of plateau raised a series of related health issues in the new immigrants, so have created a special medical discipline - High Altitude Medicine. Over the past decades, researches on high altitude medicine have never being ceased in China, and lots of research findings have been reported. Application and practice of these achievements have greatly decreased the mobility and mortality of high-altitude diseases, however, there remained lots of questions to be elucidated. In view of this, the authors were granted a special project from the National Health and Family Planning Commission of China, and conducted a multi-center, prospective, on-scene high altitude medicine study for the acute mountain sickness. Some innovative findings were achieved, and the parameters for diagnosis and application conditions were proposed. Furthermore, the different diagnoses and treatment effects were compared, and a more standardized, reasonable scheme was drawn up. Regarding the unbalanced medical resources in the vast high altitude area, an application system for the public and the army has been established. In the 21st century, innovations in China and novel research approaches have provided great opportunities for the development of high altitude medicine. It is believed that the researchers in China are able to catch the opportunities and address the challenges."	"10.1186/2054-9369-1-17"
"abs18667"	"1"	"3"	""	"0"	"1"	"1"	"Revisiting the Gravity Model of Migration"	"The recent global migration pattern indicates the importance of the movement of people from developing countries to developed countries in search of better economic opportunities. The G20 report of 'International Migration and Displacement Trends' mentions India at the top of the list of highly educated emigrants in G20 countries.The current study addresses the endogeneity problem in the migration determinants and attempts to highlight the major regional and economic determinants of migration flow from India to major OECD countries using the Gravity model of migration.We apply the Prais-Winsten regression method to address the cross-sectional correlation, while we apply instrumental variable regression and Hausman-Taylor regression estimation techniques to deal with the endogeneity issue. The findings reveal that the population of India, distance, common official language and per capita income differential are the major determinants of migration from India. In the backdrop of our findings, in terms of per capita income differential, there is a need for an upward revision in the pay scale of the white-collar workers in the organised sector."	"10.1177/00157325221088707"
"abs12852"	"1"	"6"	"2"	"0"	""	"0"	"Engaging Organizations of Persons with Disabilities in Humanitarian Responses"	"This project report captures 10 years of work by the Women's Refugee Commission on the inclusion of disability in humanitarian responses. The report covers early research on refugees with disabilities and subsequent work on disability inclusion, including the target areas of gender-based violence, child protection, and sexual and reproductive health. Later presented work focuses on engaging organizations of persons with disabilities (DPOs) in humanitarian responses-both as expert resources to inform humanitarian actors as well as sources of information, services, and social support for refugees with disabilities living in their host communities. The report concludes with recent work on soliciting input from DPO networks on the Guidelines on the Inclusion of Persons with Disabilities in Humanitarian Action, which are currently under development."	"10.3390/soc8040107"
"abs20518"	"1"	"3,6"	""	"0"	"1"	"1"	"Regional suitability for settling rural migrants in urban China"	"Despite rapid urbanization, more than 200 million people living in urban areas are still registered as 'agricultural' and are ineligible for most social benefits under China's Hukou (or household registration) system. This paper identifies the regional suitability for settling rural migrants in urban China based on three indicators (the degree of urgency, the skills and ability of the resettled community to adapt, and the ability of the government to support that resettlement). It takes 2008 government socioeconomic data from a county level into consideration. Spatial, statistical, and decision tree analyses, supported by SPSS, Geodata, and ArcGIS software, show that there are five separate population types, each with different degrees of suitability. These include highly suitable region, region suitable for settling migrants to outside regions, region suitable for settling migrants from outside regions, region with moderate potential, and unsuitable region. This paper suggests that regional policies for settling rural migrants are meaningful, since the five regions are distributed relatively separately. Due to the suitability for different bodies across regions, equal treatment should be applied to both the native migrants and that across counties and provinces. Furthermore, demolishment of the social welfare discrimination adhered to Hukou system and equalization of basic public services will be of more practical significance than the so-called, settling rural migrants actively and steadily."	"10.1007/s11442-013-1068-9"
"abs18907"	"1"	"3"	""	"0"	"1"	"1"	"The effects of the Great Migration on urban renewal"	"The Great Migration significantly increased the number of African American people moving to northern and western cities beginning in the first half of the twentieth century. We show that their arrival shaped slum clearance and urban redevelopment efforts in receiving cities. To estimate the effect of migrants, we instrument for Black population changes using a shift-share instrument that interacts historical migration patterns with local economic shocks that predict Black out-migration from the South. We find that local governments responded by undertaking more urban renewal projects that aimed to redevelop and rehabilitate blighted areas. More Black migrants also led to an increase in family displacement. This underscores the contribution of spatial policies such as urban renewal towards understanding the longterm consequences of the Great Migration on central cities, and Black neighborhoods and individuals. (c) 2022 Elsevier B.V. All rights reserved."	"10.1016/j.jpubeco.2022.104647"
"abs21672"	"1"	"1,2"	""	"22,26"	""	"1"	"Spatially interactive modeling of land change identifies location-specific adaptations most likely to lower future flood risk"	"Impacts of sea level rise will last for centuries; therefore, flood risk modeling must transition from identifying risky locations to assessing how populations can best cope. We present the first spatially interactive (i.e., what happens at one location affects another) land change model (FUTURES 3.0) that can probabilistically predict urban growth while simulating human migration and other responses to flooding, essentially depicting the geography of impact and response. Accounting for human migration reduced total amounts of projected developed land exposed to flooding by 2050 by 5%-24%, depending on flood hazard zone (50%-0.2% annual probability). We simulated various what-if scenarios and found managed retreat to be the only intervention with predicted exposure below baseline conditions. In the business-as-usual scenario, existing and future development must be either protected or abandoned to cope with future flooding. Our open framework can be applied to different regions and advances local to regional-scale efforts to evaluate potential risks and tradeoffs."	"10.1038/s41598-023-46195-9"
"abs01015"	"1"	"1,2"	""	"26"	""	"1"	"Potential flood hazard zonation and flood shelter suitability mapping for disaster risk mitigation in Bangladesh using geospatial technology"	"Low-lying Bangladesh is known as one of the most flood-prone countries in the world. During the last few decades, the frequency, intensity, and duration of floods have increased. To ensure safety and save lives when people's homes submerge because of flooding, it is urgent to relocate them to safe shelters during the flooding. In Bangladesh, the number of designated flood shelters is very less. To plan and prioritise the building of shelters, flood hazard zonation and the identification of suitable locations for shelters are vital for disaster risk mitigation. This study attempted the first and most extensive national flood inundation database and flood dynamics of Bangladesh developed between 2017 and 2020 using public domain Sentinel-1 Synthetic Aperture Radar (SAR) images were processed in the Google Earth Engine (GEE) and replicable methodology. Using a set of analytic hierarchy process (AHP) criteria associated with flood disasters (e.g., floods recurrence areas), elevation, land cover, landform, population density, accessibility, distance to road, and distance to settlement layers were used to identify the hazard zones and the safest locations for building flood shelters. The study assessed that 7.11% of the area was inundated by overflow water in June 2017 and 8.99% in August 2017. Similarly, in June, July, and August 2018; June, July and August 2019, and July 2020, with inundation covering 7.26%, 10.87%, 11.07%, 9.50%, 10.56%, 5.01% and 11.14% of the country, respectively. The results show that extremely-high flood prone areas cover about 13% of Bangladesh. Analysis of the suitability of flood shelters shows that about 8% is extremely-high suitable, 16% is very-high suitable, and 7% is very-low suitability for flood shelters. The flood suitability and flood hazard maps would be helpful to support the local government, national and international organisations for flood disaster risk minimisation and the planning and construction of flood shelters."	"10.1016/j.pdisas.2021.100185"
"abs12256"	"1"	"4,5,6"	""	"0"	""	"0"	"Beyond legality and illegality: Palestinian informal networks and the ethno-political facilitation of irregular migration from Syria"	"Contemporary studies on human smuggling and irregular migration have often overlooked the importance of national ties in the formation of transnational networks able to support refugees throughout their journey and settlement in the country of arrival. Nonetheless, the ability to support and help people through informal networks is something that has increasingly characterised the flow of refugees from areas of conflict. This paper focuses on the experience of Palestinian refugees from the Yarmouk camp - a refugee camp established in the outskirts of Damascus that fell under the control of the Islamic State (IS) and other fighting forces after the outbreak of the Syrian conflict in 2011. Our research provides an anthropological investigation into the social and political roots of networks of solidarity established by Palestinian youth from Syria across the Middle East. In so doing, the paper strives to accomplish two goals. First, it aims at analysing the importance of informal networks in irregular migration, beyond the narrow framework of exploitation and criminality. Secondly, it seeks to move beyond the discussion of whether migration flows are best defined in terms of legality or illegality and to examine how these aspects are ultimately interconnected."	"10.1080/1369183X.2019.1671181"
"abs03018"	"1"	"6"	"1"	"0"	"1"	"0"	"The American Dream? Anti-immigrant discourse bubbling up from the Coca-Cola It's Beautiful' advertisement"	"This study applied discourse analysis to over 1500 publicly posted comments following the multilingual Coca-Cola It's Beautiful' commercial which aired on 2 February 2014 (Super Bowl Sunday) across the United States. Discursive analysis found that immigrant groups were discussed by about one-third of respondents in predominantly negative ways. People employed categorization, comparison, consensus, generalizations, metaphors, rhetorical questions, and directive speech acts to discuss the commercial and immigration, more generally. The frequent presence of such negative responses to the commercial suggests that anti-immigrant sentiments continue and possibly are intensifying among segments of the population in the United States. The Model of Normalized Hate Speech is presented here, in order to promote future inquiry and understanding in this area."	"10.1177/1750481315600299"
"abs04985"	"1"	"0"	""	"0"	"0"	"1"	"First-contact incidence rate of schizophrenia on Barbados"	"Background The incidence rate for broad schizophrenia among second-generation African-Caribbean people in the United Kingdom has been reported as high. Ethnicity. migration and psychosocial stressors have been suggested as causal factors. Aims To determine the incidence of schizophrenia for the whole population of Barbados using an identical methodology to two previous studies in Trinidad (Bhugra et al, 1996) and London (Bhugra et al, 1997). Method A 12-month study of all persons in the 18-54-year age group presenting with a psychosis for the first time was carried out on the population of Barbados. Information was collected using World Health Organization screening and measurement instruments. Results On an island of just over a quarter of a million, 40 out of the 53 patients th at met the inclusion criteria we re categorised as S+ (narrow) schizophrenia, giving an incidence rate of 2.8/10000 (95% CI1.97-3.7). The incidence rate for broad schizophrenia was calculated at 3.2/10000 (95% CI2.3-4.1), which is significantly lower than the comparable rate for London's African - Caribbeans of 6.6/10000 (95% CI4.5-8.7). Conclusions The very high rate for broad schizophrenia among African Caribbean people in the UK is probably due to environmental factors. Declaration of interest Support received from the Sainsbury Family Charitable Trusts."	"10.1192/bjp.175.1.28"
"abs10169"	"0"	""	""	""	"0"	"1"	"Controlling parasites, understanding practices: The biosocial complexity of a One Health intervention for neglected zoonotic helminths in northern Lao PDR"	"A parasitological survey in northern Lao PDR showed a remote ethnic minority village to be hyperendemic for Taenia solium, a Neglected Tropical Disease (NTD) that impacts human and pig health. An intervention combining human Mass Drug Administration (MDA) with porcine vaccination and anti-helmintic treatment was then implemented, targeting both T. solium and other soil-transmitted helminths. To understand the biosocial complexity of this integrated One Health intervention, we conducted a rapid ethnographic study exploring the transmission dynamics of T. solium and locally acceptable long-term control options. Informed by two years of project work in the village, this included six focus group discussions, 35 semi-structured interviews, a latrine survey, a school-based education meeting, participant observation and many unstructured interviews conducted over two weeks in October 2013. We found that risk behaviours were mediated by various social determinants including limited market access, interrelationships between alcohol, ancestral sacrifices and the consumption of raw pork, seasonal variations and poor latrine coverage. Only sixteen percent of households had latrines, attributed to the unacceptability of dry latrines, lack of water access, poor building techniques and poverty. Whilst women could explain T solium transmission, most men and children could not, revealing that distributed posters/leaflets relied too heavily on text and ambiguous images. Compliance with MDA was high due to trust between project staff and village leaders. However understandings of pharmacology, minor side effects, human migration and children's fear of worms may lead to resistance in future programmes. Our research highlights the complexities of controlling T. solium and other soil-transmitted helminths in a remote ethnic minority village and the need to integrate biomedical and participatory approaches. Although we showcase the heuristic value of using rapid ethnography to inform intervention strategies as part of a One Health/NTD agenda, we also identify several possible paradoxes and conundrums in embedding locally-grounded biosocial analysis into NTD programmes. These need to be acknowledged and negotiated by multidisciplinary teams. (C) 2014 The Authors. Published by Elsevier Ltd."	"10.1016/j.socscimed.2014.09.030"
"abs11842"	"1"	""	"1"	""	""	"0"	"Hospitality in times of COVID-19: An evaluation in the context of the Baumanian concept of hospitality"	"The COVID-19 pandemic affected millions directly (by getting infected) or indirectly (by the disease's economic, social and political repercussions). These effects are multiplied for the vulnerable groups. This article focuses on the situation of immigrants and the inhospitableness shown to them when they need hospitality the most. Our theoretical background for hospitality is based on Baumanian thought and his inspirations front Kant, Levinas and Derrida. While the Baumanian perspective of 'hospitality as a consumption practice' is key to evaluating the hospitality denied to 'vulnerable people' today, it falls short of elaborating the stigmatizing and exclusionary xenophobic reactions during this pandemic. From this context, this study focuses on evaluating the xenophobic acts experienced in times of COVID-19 from the perspective of Baumanian hospitality and aims to show that consumption practices are not the only impediment to achieving hospitality."	"10.1386/hosp_00048_1"
"abs09648"	"1"	"2"	""	""	"0"	"1"	"Bibliometric analysis of immigration and environmental degradation: evidence from past decades"	"The aim of this paper is to examine immigration and environmental degradation using bibliometric analysis. This paper also analyzes sources of publication, authorship, citations, distributions publications and other bibliometric indicators. The study focuses on a total of 1372 articles published from 2000 to 2020. These articles were collected through an automated process from the Scopus database and later analyzed using techniques such as bibliometric indicators analysis, VOSviewer, and Perish or Publish. The research identified 991 articles from varieties of published sources. The topic of immigrants and environmental degradation has been an emerging topic since 1981. Starting in 2000, most of the scholars actively producing an articles pertinent to this topic. Most of the articles were published in journals, and English is the primary language of research. United States is the leading country in contributing the publications. Meanwhile, the most significant fields in which the sources were produced were environmental science, agricultural and biological sciences, arts and humanities and earth and planetary sciences. However, some limitations has been found. It has been suggested for future research, to lengthen this work to other databases, as well as bibliometric analyses of immigration and environmental degradation in developed and developing countries by adding a new keyword such as energy consumption and climate change. This paper aims to assess recent trends in the expansion of academic literature on immigration and environmental degradation using the bibliometric analysis method. Network visualization and bibliometric indicators are used in this paper to present the results."	"10.1007/s11356-021-16470-1"
"abs11355"	"1"	"6,7"	"2"	"0"	""	"0"	"FEMINIST ACTIVIST STORYTELLING: TRANSFORMING IDENTITY AND BUILDING RESISTANCE"	"I came to recognize the importance of story over the course of my master's degree. With the intention to diversify feminism, I explored the storied journeys of Indigenous and racialized immigrant women in Canada becoming activists. `Becoming' is imperative to feminist activism; as Ahmed (2017) stated, Feminism is DIY: A form of self-assembly (p. 27). Politically, understanding how women have learned about and resisted against sexism, racism, and colonialism through their narratives has informed my praxis of feminism, decolonization, and allyship. Personally, my studies brought me to my own stories and storytelling, as a feminist activist and daughter of Vietnamese refugee 'Boat People'. I share how I came to read story, listen to story, and tell my own story."	"gen.2020.36072739"
"abs21065"	"1"	"4"	""	""	""	"1"	"Tuberculosis incidence in foreign-born people residing in European countries in 2020"	"Background: European-specific policies for tuberculosis (TB) elimination require identification of key populations that benefit from TB screening. Aim: We aimed to identify groups of foreign-born individuals residing in European countries that benefit most from targeted TB prevention screening. Methods: The Tuberculosis Network European Trials group collected, by cross-sectional survey, numbers of foreign-born TB patients residing in European Union (EU) countries, Iceland, Norway, Switzerland and the United Kingdom (UK) in 2020 from the 10 highest ranked countries of origin in terms of TB cases in each country of residence. Tuberculosis incidence rates (IRs) in countries of residence were compared with countries of origin. Results: Data on 9,116 foreign-born TB patients in 30 countries of residence were collected. Main countries of origin were Eritrea, India, Pakistan, Morocco, Romania and Somalia. Tuberculosis IRs were highest in patients of Eritrean and Somali origin in Greece and Malta (both > 1,000/100,000) and lowest among Ukrainian patients in Poland (3.6/100,000). They were mainly lower in countries of residence than countries of origin. However, IRs among Eritreans and Somalis in Greece and Malta were five times higher than in Eritrea and Somalia. Similarly, IRs among Eritreans in Germany, the Netherlands and the UK were four times higher than in Eritrea. Conclusions: Country of origin TB IR is an insufficient indicator when targeting foreign-born populations for active case finding or TB prevention policies in the countries covered here. Elimination strategies should be informed by regularly collected country-specific data to address rapidly changing epidemiology and associated risks."	"10.2807/1560-7917.ES.2023.28.42.2300051"
"abs11367"	"1"	"4,5,6,7"	""	"0"	""	"0"	"Children Are Not Children Anymore; They Are a Lost Generation: Adverse Physical and Mental Health Consequences on Syrian Refugee Children"	"This research examines Syrian refugee mothers' accounts of the physical and mental health of their children being affected by war traumas and displacement challenges. Open-ended audio-recorded interviews were conducted in Arabic with 23 mothers residing in Jordan. Using a narrative approach in the data collection and analysis, five major themes were identified: (1) children were exposed to diverse war traumatic experiences in Syria; (2) the escape journey and refugee camps threatened children's lives; (3) displacement and family stressors exposed children to poverty, hostility from local peers, educational and recreational challenges, child labor, and domestic violence (these three major themes were considered as trauma related variables); (4) children were not only directly affected physically and mentally by their own traumatic experiences and displacement stressors, but these experiences were mediated and magnified by familial interrelated processes, evidenced in intergenerational transmission of trauma, harsh parenting style, parental control, and parentification; and (5) adverse consequences of both trauma related variables and family processes directly and indirectly traumatized children and adversely impacted their physical and mental health. We examined the themes that emerged from the data in view of three theoretical frameworks and the impact of trauma in the family system on child development. To conclude, humanitarian organizations that provide services and interventions to refugees need to take into account familial processes and not only individual factors affecting refugee children's physical and mental health. Further implications on policies and trauma research are discussed."	"10.3390/ijerph17228378"
"abs08458"	"1"	"5,6,7"	"2"	"0"	""	"0"	"Pediatric Perspectives and Tools for Attorneys Representing Immigrant Children: Conducting Trauma-Informed Interviews of Children from Mexico and Central America"	"Pediatric health and mental health professionals with expertise in the physical and emotional needs of immigrant children seeking humanitarian protection are trained to understand and address the sometimes deeply traumatic nature of their experience. This expertise plays an important role in collaborating with immigration attorneys to provide compassionate, trauma-informed representation that centers on children's best interests. In medicine, we say that children are not small adults, such that meeting a child's needs requires consideration of their developmental stage and the unique impacts of child trauma exposure. This also holds true for legal professionals dedicated to protecting the rights of children in migration. This article aims to (1) review the principles of trauma-informed care in the context of child development, (2) understand the traumatic nature of the migration paradigm for children from Mexico and Central America seeking safety and protection, and (3) suggest ways that healthcare, mental health and legal professionals can inform one another's efforts to optimize the wellbeing of children and improve legal outcomes. The application of this knowledge in practice can advance legal goals, reduce risk for child re-traumatization during interviews, and reinforce child strengths while also reducing vicarious trauma and burnout for legal professionals."	"10.3390/laws12010007"
"abs14975"	"1"	"6"	"2"	"0"	""	"0"	"Nothing is sweet inmy mouth: Food, identity, and religion in African Lisbon"	"Here I explore food and eating and their connection to identity and religion among immigrants and refugees from Guinea-Bissau living in and around Lisbon, Portugal. I first demonstrate the importance of food to fieldwork in transnational settings, as well as to the understanding of the experience of migration. I show how different foods and eating styles mark boundaries and distinctions between homeland and host country, Africans and Europeans, and Muslim and Christian (non-Muslim) Guineans, and allow people to play with these boundaries while making powerful statements about identity and religion in African Lisbon. I argue that during the War of June 7th, the inability to taste food-captured by the expression nothing is sweet in my mouth-transcended ethnic and religious distinctions and united the Guinean immigrant community by providing a commonway of reconciling memories of their war-torn homeland and their ongoing struggle for belonging in Europe."	"10.1080/07409710.2016.121"
"abs00140"	"0"	""	""	""	"0"	"1"	"Coverage survey and lessons learned from a pre-emptive cholera vaccination campaign in urban and rural communities affected by landslides and floods in Freetown Sierra Leone"	"Background: On 14 August 2017, massive landslides and floods hit Freetown (Sierra Leone). More than 1,000 people lost their lives while approximately 6,000 people were displaced. The areas most affected included parts of the town with challenged access to basic water and sanitation facilities, with communal water sources likely contaminated by the disaster. To avert a possible cholera outbreak following this emergency, the Ministry of Health and Sanitation (MoHS), supported by the World Health Organization (WHO) and international partners, including Medecins Sans Frontieres (MSF) and UNICEF, launched a two-dose pre-emptive vaccination campaign using EuvicholTM, an oral cholera vaccine (OCV).Methods: We conducted a stratified cluster survey to estimate vaccination coverage during the OCV cam-paign and also monitor adverse events. The study population - subsequently stratified by age group and residence area type (urban/rural) - included all individuals aged 1 year or older, living in one of the 25 communities targeted for vaccination.Results: In total 3,115 households were visited, 7,189 individuals interviewed; 2,822 (39%) people in rural and 4,367 (61%) in urban areas. The two-dose vaccination coverage was 56% (95% confidence interval (CI): 51.0-61.5), 44% (95%CI: 35.2-53.0) in rural and 57% (95%CI: 51.6-62.8) in urban areas. Vaccination coverage with at least one dose was 82% (95%CI: 77.3-85.5), 61% (95%CI: 52.0-70.2) in rural and 83% (95%CI: 78.5-87.1) in urban areas.Conclusions: The Freetown OCV campaign exemplified a timely public health intervention to prevent a cholera outbreak, even if coverage was lower than expected. We hypothesised that vaccination coverage in Freetown was sufficient in providing at least short-term immunity to the population. However, long-term interventions to ensure access to safe water and sanitation are needed.& COPY; 2023 Published by Elsevier Ltd."	"10.1016/j.vaccine.2023.01.026"
"abs00885"	"1"	"6"	""	"0"	"1"	"1"	"French or Quebecois? How Speaker Accents Shape Implicit and Explicit Intergroup Attitudes Among Francophones in Montreal"	"Public Significance Statement This study reveals accent biases and stereotypes from and toward Quebecois and French people in Montreal. These biases are as follows: an unconscious preference of French people for their own accent; a perception of French people as less friendly (by both French and Quebecois participants); and the perception of Quebecois people as slightly less competent (especially by Quebecois themselves). These attitudes were influenced by accent familiarity, prestige, and moral norms, shedding new light on the context of French immigration and cultural relationships in Montreal. The perception of accented speech creates a number of biases, but experimental evidence about their nature and the factors at play in these processes is scarce. The present study focused on francophone populations in Montreal, assessing implicit and explicit accent-based attitudes between Quebecois (French Canadian) and European French groups. Twenty-seven Quebecois and 31 French participants were administered a modified Implicit Association Test using Quebecois- and French-accented speech samples and Stereotype Content questionnaires about the perceived warmth and competence of each group. For the implicit measure, French participants showed a significant in-group bias, whereas Quebecois participants did not show any preference for either group. In contrast, explicit attitudes were mostly congruent: Quebecois people were rated as slightly more warm than competent, whereas French people were rated much less warm than competent by all participants. No correlation was found between implicit and explicit measures. The asymmetry in implicit biases was explained by accent exposure, Quebecois people being more familiar with the French accent than French people are with the Quebecois accent. Explicit attitudes were partly explained by prestige differences between the two accents but could also have been influenced by moral beliefs held by the French participants as recent immigrants in Quebec. These results emphasize that implicit and explicit biases driven by speaker accents arise from distinct but interrelated mechanisms, involving both global and local situational factors. Our findings have implications for understanding the dynamics of intergroup relationships in Montreal and many other settings where regional accent mixing is the norm."	"10.1037/cbs0000292"
"abs21881"	"1"	"3"	""	""	"1"	"1"	"Patterns of migration in Arctic Alaska"	"Migration has always been an important feature of the Arctic. This paper highlights geographic patterns of human migration in Arctic Alaska using origin and destination micro-data from the US Census Decennial Survey. Important migration patterns identified in this paper include large village to village migration flows and large negative net migration from villages to rural regional centers. Hierarchical or step-wise patterns of migration that are not purely distance determined are also observed. Also, migration back to Arctic Alaska from other Alaska and US places is important and these migration patterns conform to general hierarchical migration. Models in the new economics of migration literature appear to better explain Arctic migration patterns in Arctic Alaska compared to models focusing purely on expected wages."	"10.1080/10889370903000422"
"abs17695"	"1"	""	""	"0"	""	"1"	"Commuting Network Models: Getting the Essentials"	"Human mobility and, in particular, commuting patterns have a fundamental role in understanding socio-economic systems. Analysing and modelling the networks formed by commuters, for example, has become a crucial requirement in studying rural areas dynamics and to help decision-making. This paper presents a simple spatial interaction commuting model with only one parameter. The proposed algorithm considers each individual who wants to commute, starting from their residence to all the possible workplaces. The algorithm decides the location of the workplace following the classical rule inspired from the gravity law consisting of a compromise between the job offers and the distance to the job. The further away the job is, the more important the offer should be to be considered for the decision. Inversely, the quantity of offers is not important for the decision when these offers are close by. The presented model provides a simple, yet powerful approach to simulate realistic distributions of commuters for empirical studies with limited data availability. The paper also presents a comparative analysis of the structure of the commuting networks of the four European regions to which we apply our model. The model is calibrated and validated on these regions. The results from the analysis show that the model is very efficient in reproducing most of the statistical properties of the network given by the data sources."	"10.18564/jasss.1964"
"abs02747"	"1"	"0"	"0"	""	"0"	"1"	"Modelling and estimation of HIV prevalence and number of people living with HIV in India, 2010-2011"	"This paper provides HIV estimation methodology used in India and key HIV estimates for 2010-2011. We used a modified version of the Spectrum tool that included an Estimation and Projection Package as part of its AIDS Impact Module. Inputs related to population size, age-specific pattern of fertility, gender-ratio at birth, age and gender-specific pattern of mortality, and volume and age-gender distribution of net migration were derived from census records, the Sample Registration System and large-scale demographic health surveys. Epidemiological and programmatic data were derived from HIV sentinel surveillance, large-scale epidemiological surveys and the programme management information system. Estimated adult HIV prevalence retained a declining trend in India, following its peak in 2002 at a level of 0.41% (within bounds 0.35-0.47%). By 2010 and 2011, it levelled at estimates of 0.28% (0.24-0.34%) and 0.27% (0.22-0.33%), respectively. The estimated number of people living with HIV (PLHIV) reduced by 8% between 2007 and 2011. While children accounted for approximately 6.3% of total HIV infections in 2007, this proportion increased to about 7% in 2011. With changing priorities and epidemic patterns, the programme has to customise its strategies to effectively address the emerging vulnerabilities and adapt them to suit the requirements of different geographical regions."	"10.1177/0956462415612650"
"abs04531"	"1"	"0"	"0"	""	"0"	"1"	"Correlates of late HIV diagnosis: implications for testing policy"	"To develop new strategies aimed to reduce the delay in seeking HIV diagnosis, we proposed to identify correlates of late diagnosis of HIV infection in France. Late testing was studied among the 1077 patients diagnosed from 1996 and enrolled in the ANRS-EN12-VESPA, a representative sample of the French HIV-infected population. Patients were defined as 'late testers' if they had presented either clinical AIDS events or CD4 cell count < 200/mm(3) at diagnosis. In all, 33.1% were classified as late testers, among whom 42.6% had discovered their HIV infection at the time of AIDS events. This proportion increased with age and was higher for heterosexual men and migrants. Among the non-migrants heterosexual population, late diagnosis was more frequent among people in longstanding couple, with children and conversely was less likely among individuals with large number of sexual partners. Being on welfare benefit before diagnosis was associated with a lower risk of late diagnosis. Among migrants, lack of recent steady partnership was associated with an increased risk, as being diagnosed during the first year of stay in France. Our results showed low risk factors of infection were risk factors of late testing. Public communication should aim at improving the awareness of HIV risk in longstanding couples with stable employment, both among homosexual and heterosexual populations. Among migrants, HIV testing with informed consent short after entry should be improved, especially towards individuals not in couple."	"10.1258/095646207780749709"
"abs10426"	"1"	"0"	""	"0"	""	"1"	"Community Aware Heterogeneous Human Mobility (CAHM): Model and analysis"	"Community Aware Heterogeneous Human Mobility Model (CAHM) is based on Heterogeneous Human Walk (HHW) Yang et al. (2010) mobility model. CAHM achieves heterogeneous local popularity as observed in real mobility traces which HHW fails to achieve. It also incorporates following additional properties of human mobility: preference of nearby locations, speed as a function of distance to be traveled and power-law distributed pause time. We show that these properties make significant impact on routing protocols' performance. We also propose methods based on mathematical models to identify popular nodes within community (hubs) and in entire network (gateways) from overlapping community structure itself without doing message flooding. (C) 2014 Elsevier B.V. All rights reserved."	"10.1016/j.pmcj.2014.12.008"
"abs07115"	"1"	"4,5,6"	""	"0"	""	"0"	"Seeking Asylum in Times of Crisis: Reception, Confinement, and Detention at Europe's Southern Border"	"This article analyses from a socio-legal point of view how the European Union Agenda on Migration is reshaping the Common European Asylum System by focusing on the impact it has had on the reform of the Italian reception system. After a preliminary examination of the European Union standards on reception, this article focuses on the European Union Agenda on Migration and shows that its main aim is to stimulate frontline Member States to reform their border control and reception practices by strengthening powers for the surveillance and detention of asylum-seekers. It then explores the Italian case, analysing how the hotspot approach has been implemented in practice and the influence it is having in pushing the Italian reception system from a policy model driven - albeit with a certain degree of ambiguity - by humanitarian concerns, to a model where security and border control priorities prevail. Finally, it concludes by describing some of the main features of the social sorting apparatus which was created by the European Union Agenda on Migration for discriminating between asylum-seekers in clear need of protection who can be relocated to other Member States, and others who should be trapped in the reception systems of frontline Member States."	"10.1093/rsq/hdx016"
"abs08871"	"1"	"4,5,6,7"	""	"0"	""	"0"	"Ageing at the margins: gendered and southern narratives of displacement among the East Timorese in Indonesia"	"Existing literature on older refugees has primarily focused on the experiences of those living in more developed countries in the global North. This paper examines later-life experiences in displacement settings and the global South by discussing the East Timorese case in West Timor, Indonesia. In considering how the ageing and forced migation nexus manifests in a Southern context, the paper argues that global, regional and local histories matter and profoundly shape older people's ageing and displacement processes. Specifically, they produce multiple gendered marginalities and possibilities relating to older persons' perceived (im)mobility to travel to their places of origin and the meanings they attach to place. Although East Timorese people's experiences of displacement and resettlement are diverse, the male perspective often takes precedence in scholarly and public discourse. This article thus zooms into older East Timorese women's experiences and how after over two decades of living in Indonesia, the conditions shaping their everyday lives remain deeply entangled and are negotiated within the gendered narratives of displacement and citizenship."	"10.1080/1369183X.2022.2115632"
